Operator Code,Operator Name,Telephony Name,Country Name,Country Code,Last Modified,AIRAC
UJR,"UNIVERSAL JET RENTAL DE MEXICO, S.A. DE C.V.",UNIVERSAL JET,MEXICO,MEX,21-Feb-2005,05-09-2024
UND,"ATUNEROS UNIDOS DE CALIFORNIA, S.A. DE C.V.",ATUNEROS UNIDOS,MEXICO,MEX,04-Nov-2002,05-09-2024
UNT,"SERVICIOS AEREOS UNIVERSITARIOS, S.A. DE C.V.",UNIVERSITARIO,MEXICO,MEX,05-Nov-2001,05-09-2024
USX,TERRAKEA,TERRAKEA,MEXICO,MEX,09-May-2016,05-09-2024
VIC,"VIP SERVICIOS AEREOS EJECUTIVOS, S.A. DE C.V.",VIP-EJECUTIVO,MEXICO,MEX,15-Nov-1996,05-09-2024
VIE,"VIP EMPRESARIAL, S.A. DE C.V.",VIP EMPRESARIAL,MEXICO,MEX,12-Nov-1997,05-09-2024
VIV,"AEROENLACES NACIONALES, S.A. DE C.V.",VIVA,MEXICO,MEX,13-Dec-2023,05-09-2024
VJM,"VIAJES EJECUTIVOS MEXICANOS, S.A. DE C.V.",VIAJES MEXICANOS,MEXICO,MEX,06-Nov-2003,05-09-2024
VLR,"VOLARE 22 X, S.A. DE C.V.",VOLAX,MEXICO,MEX,10-Apr-2013,05-09-2024
VLS,"AERO VIREL, S.A. DE C.V.",VIREL,MEXICO,MEX,26-Mar-2004,05-09-2024
VYE,VJET SA DE CV,JET SOLUTIONS,MEXICO,MEX,01-Sep-2017,05-09-2024
XCC,"ECOTURISTICA DE XCALAK, S.A. DE C.V.",XCALAK,MEXICO,MEX,28-May-2004,05-09-2024
ANM,"AEROTRANSPORTACION DE NORTEAMERICA, S.A. DE C.V.",NORAM,MEXICO,MEX,28-Sep-2012,05-09-2024
ANX,SECRETARIA DE MARINA,SECRETARIA DEMARINA,MEXICO,MEX,07-Jul-2004,05-09-2024
APA,"APOYO LOGISTICO AEREO, S.A. DE C.V.",APOYO LOG,MEXICO,MEX,05-Aug-2008,05-09-2024
APL,"CORPORATIVO AEREO PRINCIPAL, S.A. DE C.V.",AEREO PRINCIPAL,MEXICO,MEX,31-Oct-2013,05-09-2024
APR,"AEROLINEAS PRIMORDIALES, S A DE C.V.",PRIMORDIALES,MEXICO,MEX,10-Mar-2009,05-09-2024
APS,"AEROPARADISE, S.A. DE C.V.",AEROPARADISE,MEXICO,MEX,24-Nov-2006,05-09-2024
BOC,"AEROBONA, S.A. DE C.V.",AEROBONA,MEXICO,MEX,16-Jul-2002,05-09-2024
CBV,"AEREO CABO, S.A. DE C.V.",CABOAEREO,MEXICO,MEX,12-Jan-2006,05-09-2024
CCH,"CHILCHOTA TAXI AEREO, S.A. DE C.V.",CHILCHOTA,MEXICO,MEX,16-Sep-1992,05-09-2024
CDF,"AEROSERVICIOS AOV, S.A. DE C.V.",SERVICIO AEREO,MEXICO,MEX,08-Oct-2014,05-09-2024
CLL,"AEROVIAS CASTILLO, S.A.",AEROCASTILLO,MEXICO,MEX,27-Mar-1990,05-09-2024
CTD,"AEROCORPORATIVOS, S.A. DE C.V.",AEROCORPORATIVOS,MEXICO,MEX,23-Jun-2009,05-09-2024
CTR,"AEROLINEAS CENTAURO, S.A. DE C.V.",CENTAURO,MEXICO,MEX,13-Dec-1997,05-09-2024
CTS,CHARTERS EJECUTIVOS SA DE CV,EXECUTIVE,MEXICO,MEX,08-Jul-2019,05-09-2024
CUO,"AEROCUAHONTE, S.A. DE C.V.",CUAHONTE,MEXICO,MEX,14-Jan-2002,05-09-2024
DCO,DISTRIBUIDORA Y COMERCIALIZADORA JAZ SA DE CV,AEROJAZ,MEXICO,MEX,28-Nov-2016,05-09-2024
DDY,"SERVICIOS AEREOS DANDY, S.A. DE C.V.",DANDY,MEXICO,MEX,17-Nov-2009,05-09-2024
DEM,"DESTILADORA DE ALCOHOLES Y MIELES, S.A. DE C.V.",DESTILA MIELES,MEXICO,MEX,30-Oct-2008,05-09-2024
DES,"SERVICIOS AEREOS ESPECIALIZADOS DESTINIA, S.A. DE C.V.",DESTINIA,MEXICO,MEX,18-Mar-2013,05-09-2024
DGO,"DGO JET, S.A. DE C.V.",DGO JET,MEXICO,MEX,22-Dec-2003,05-09-2024
DVI,"AERO DAVINCI INTERNATIONAL, S.A. DE C.V.",AERO DAVINCI,MEXICO,MEX,11-Jan-2000,05-09-2024
DVZ,"AEROTAXI DVZ, S.A. DE C.V.",AEROTAXI DVZ,MEXICO,MEX,22-Feb-2011,05-09-2024
EJV,"COMPANIA EJECUTIVA, S.A. DE C.V.",EJECUTIVA,MEXICO,MEX,30-Nov-1995,05-09-2024
ELV,ELVETIA AVIATION S.A.P.I. DE C.V.,ELVETIA,MEXICO,MEX,03-May-2019,05-09-2024
EUS,"EURUS AVIATION, S.A.P.I. DE C.V.",EURUS,MEXICO,MEX,01-Apr-2019,05-09-2024
EXF,"EXIMFLIGHT, S.A. DE C.V.",EXIMFLIGHT,MEXICO,MEX,08-Sep-2004,05-09-2024
EYH,GLASYM S.A. DE C.V.,GLASIMO,MEXICO,MEX,09-Aug-2024,05-09-2024
FES,"AERO TAXIS Y SERVICIOS ALFE, S.A. DE C.V.",AERO ALFE,MEXICO,MEX,26-Apr-2002,05-09-2024
FIC,"AEROSAFIN, S.A. DE C.V.",AEROSAFIN,MEXICO,MEX,14-Aug-2001,05-09-2024
FRS,"COMFORT SERVICIOS AEREOS, S.A. DE C.V.",COMFORT SERVICIOS,MEXICO,MEX,21-May-2010,05-09-2024
GEE,"AEREO GE, S.A. DE C.V.",GEMEX,MEXICO,MEX,19-Jun-2013,05-09-2024
GFV,"GRUPO AERONAUTICO AFA, S.A. DE C.V.",GRUPO- AFA,MEXICO,MEX,05-Apr-2011,05-09-2024
GSF,"AERONAVES EJECUTIVAS GSF, S.A. DE C.V.",AERO GESEF,MEXICO,MEX,09-Feb-2020,05-09-2024
GTP,"AEROTAXI GRUPO TAMPICO, S. A. DE C.V.",GRUPOTAMPICO,MEXICO,MEX,11-May-2000,05-09-2024
GUE,"AERO SERVICIO GUERRERO, S.A. DE C.V.",AERO GUERRERO,MEXICO,MEX,10-Oct-2008,05-09-2024
HEV,"HELICOPTEROS EJECUTIVOS, S.A. DE C.V.",HELIJECUTIVO,MEXICO,MEX,05-Aug-2008,05-09-2024
HIN,"HOLDING INTERNATIONAL GROUP, S.A. DE C.V.",HOLDING GROUP,MEXICO,MEX,21-Oct-2004,05-09-2024
HIP,"STARSHIP, S.A. DE C.V.",STARSA,MEXICO,MEX,06-Nov-2003,05-09-2024
HJE,"SERVICIOS EJECUTIVOS GOSA, S.A. DE C.V.",GOSA,MEXICO,MEX,21-Oct-2004,05-09-2024
HTE,"MIDWEST HELICOPTERS DE MEXICO, S.A. DE C.V.",HELICOPTERSMEXICO,MEXICO,MEX,08-Sep-1995,05-09-2024
HUC,"AEROLINEAS DE TEHUACAN, S.A. DE C.V.",LINEAS TEHUACAN,MEXICO,MEX,17-Feb-1998,05-09-2024
HUT,"AEROTRANSPORTES HUITZILIN, S.A. DE C.V.",AEROHUITZILIN,MEXICO,MEX,08-Sep-2004,05-09-2024
ILS,"SERVICIOS AEREOS ILSA, S.A. DE C.V.",SERVICIOS ILSA,MEXICO,MEX,08-Sep-2004,05-09-2024
IMI,"IMPERIAL AEROTRANSPORTE, S.A. DE C.V.",IMPERIALAEREO,MEXICO,MEX,12-Dec-2007,05-09-2024
IYC,THEBE INGENIERIA Y CONSULTORIA SA DE CV,AERO THEBE,MEXICO,MEX,14-Dec-2017,05-09-2024
JLA,AERO JL,AERO JOE,MEXICO,MEX,16-Nov-2020,05-09-2024
JLH,CENTRO DE SERVICIO AERONAUTICO S.A DE C.V.,CESA,MEXICO,MEX,30-Nov-2015,05-09-2024
JOB,"AEROJOBENI, S.A. DE C.V.",JOBENI,MEXICO,MEX,21-May-1993,05-09-2024
LET,"AEROLINEAS EJECUTIVAS, S.A. DE C.V.",MEXALE,MEXICO,MEX,19-Jun-2015,05-09-2024
LGN,"AEROLAGUNA, S.A. DE C.V.",AEROLAGUNA,MEXICO,MEX,08-Sep-2004,05-09-2024
LGU,"SERVICIOS AEREOS EJECUTIVOS DE LA LAGUNA,S.A. DE C.V.",LAGUNA,MEXICO,MEX,13-Mar-1995,05-09-2024
LLS,"SERVICIOS AEREOS ESTRELLA, S.A. DE C.V.",SERVIESTRELLA,MEXICO,MEX,14-Aug-2001,05-09-2024
LMA,"AEROLIMA, S.A. DE C.V.",AEROLIMA,MEXICO,MEX,04-Feb-1997,05-09-2024
LMP,SERVICIOS AEREOS E INMOBILIARIOS ASI SA DE CV,SAISA,MEXICO,MEX,27-Apr-2016,05-09-2024
LMX,AERONAVES ESPECIALIZADAS EN TRANSPORTACIONES AEREAS S.A DE C.V.,AEROASESA,MEXICO,MEX,30-Sep-2022,05-09-2024
MAA,"AEROTRANSPORTES MAS DE CARGA, S.A. DE C.V.",MAS CARGA,MEXICO,MEX,14-Nov-1991,05-09-2024
MIE,"AERO PREMIER DE MEXICO, S.A. DE C.V.",AEROPREMIER,MEXICO,MEX,13-Mar-1995,05-09-2024
MIR,"SERVICIOS AEREOS MIRA, S.A. DE C.V.",AEROMIR,MEXICO,MEX,23-Dec-2014,05-09-2024
MIZ,"DESARROLLO MILAZ, S.A. DE C.V.",MILAZ,MEXICO,MEX,07-Jan-1999,05-09-2024
MSN,"MILENIUM AIR SERVICIOS AEREOS INTEGRADOS, S.A. DE  C.V.",MILCARGO,MEXICO,MEX,24-Jul-2013,05-09-2024
MTB,"AEROTAXIS METROPOLITANOS, S.A. DE C.V.",AEROMETROPOLIS,MEXICO,MEX,29-Apr-1998,05-09-2024
MTG,"SERVICIOS AEREOS M.T.T., S.A. DE C.V.",AERO TETE,MEXICO,MEX,17-Nov-2009,05-09-2024
MTI,"MONTERREY AIR TAXI, S.A. DE C.V.",MONTERREY AIR,MEXICO,MEX,08-Sep-2004,05-09-2024
MTS,"MED JETS, S.A. DE C.V.",MEDSERVICE,MEXICO,MEX,01-Oct-2014,05-09-2024
MTX,"MULTI TAXI, S.A. DE C.V.",MULTITAXI,MEXICO,MEX,19-Feb-2003,05-09-2024
MUN,"AEROMUNDO EJECUTIVO, S.A. DE C.V.",AEROMUNDO,MEXICO,MEX,13-Mar-1995,05-09-2024
OLE,"OPERADORA DE LINEAS EJECUTIVAS, S.A. DE C.V.",OPERADORA,MEXICO,MEX,31-Aug-2001,05-09-2024
OLL,"OPERADORA LLAMINMEX, S.A. DE C.V.",MINMEX,MEXICO,MEX,27-Feb-2009,05-09-2024
OMF,"OMNISKY, S.A. DE C.V.",OMNIFLYS,MEXICO,MEX,18-Jan-2012,05-09-2024
ONO,"AERONOR, S.A. DE C.V.",NORAERO,MEXICO,MEX,23-Jun-2009,05-09-2024
OPR,OPERACIONES AVIACORE SA DE CV,AVIACORE,MEXICO,MEX,13-Jul-2022,05-09-2024
OPV,"OPERADORA DE VUELOS EJECUTIVOS, S.A. DE C.V.",OPERADORA DE VUELOS,MEXICO,MEX,03-Jun-2005,05-09-2024
OSN,"AEROSAN, S.A. DE C.V.",AEROSAN,MEXICO,MEX,23-Apr-1998,05-09-2024
OSS,"SERVICIOS AEREOS NOTICIOSOS, S.A. DE C.V.",NOTICIOSOS,MEXICO,MEX,17-Feb-2003,05-09-2024
OTS,"AEROTRESALIA, S.A. DE C.V.",TRESALIA,MEXICO,MEX,30-Oct-2008,05-09-2024
OWI,"AEROWIN, SA DE CV",AEROWIN,MEXICO,MEX,04-Feb-2019,05-09-2024
PCS,"AIR PALACE, S.A. DE C.V.",AIR PALACE,MEXICO,MEX,05-Jul-2004,05-09-2024
PLU,"PILATUS PC-12 CENTER DE MEXICO, S.A. DE C.V.",PILATUS MEXICO,MEXICO,MEX,27-Nov-2002,05-09-2024
POY,"APOYO AEREO, S.A. DE C.V.",APOYO AEREO,MEXICO,MEX,17-Feb-1998,05-09-2024
PPQ,"PERSONAS Y PAQUETES POR AIRE, S.A. DE C.V.",PERSONASPAQ,MEXICO,MEX,19-Nov-1999,05-09-2024
PRZ,PERFORMANCE AIR SAPI DE CV,AERONAUTIC,MEXICO,MEX,06-Nov-2015,05-09-2024
PSE,"AEROSERVICIO SIPSE, S.A. DE C.V.",SIPSE,MEXICO,MEX,21-May-1993,05-09-2024
PYC,"AEROPYCSA, S.A. DE C.V.",AEROPYCSA,MEXICO,MEX,27-Mar-1990,05-09-2024
PZA,"AEREO TAXI PARAZA, S.A. DE C.V.",AEREO PARAZA,MEXICO,MEX,12-Jan-2006,05-09-2024
RTU,"AEROTUCAN, S.A. DE C.V.",AEROTUCAN,MEXICO,MEX,05-Dec-2001,05-09-2024
SDI,"SERVICIOS DINAMICOS DE AVIACION, S.A. DE C.V.",SERVI DINAMIC,MEXICO,MEX,09-Aug-2013,05-09-2024
SDQ,"SERVICIO Y MANTENIMIENTO TECNICO DQ, S.A. DE C.V.",MEXTECNICO,MEXICO,MEX,24-Jul-2013,05-09-2024
SDX,"SERVICIO TECNICO AERO DE MEXICO, S.A. DE C.V.",SERVICIO TECNICO,MEXICO,MEX,05-Jul-2004,05-09-2024
SEI,"TRANSPORTES AEREOS SIERRA MADRE, S.A. DE C.V.",TRANSPORTE SIERRA,MEXICO,MEX,21-Feb-2000,05-09-2024
SEN,SENOR AIR,SENIOR AIR,MEXICO,MEX,05-Mar-2020,05-09-2024
SES,"SERVICIO AEREO SALTILLO, S.A. DE C.V.",SERVISAL,MEXICO,MEX,13-Dec-1997,05-09-2024
SJS,"SKYJETS & SUPPORT, S.A. DE C.V.",JET PORT,MEXICO,MEX,21-Jun-2018,05-09-2024
SPL,"SERVICIOS CORPORATIVOS AEREOS DE LA LAGUNA, S.A. DE C.V.",CORPORATIVOS LAGUNA,MEXICO,MEX,17-Feb-2003,05-09-2024
SPT,SERVICIO SUPERIOR EJECUTIVO SA DE CV,SERVICIOS SUP,MEXICO,MEX,15-Apr-2019,05-09-2024
SPV,"SERVICIOS PRIVADOS DE AVIACION, S.A. DE C.V.",SERVICIOS PRIVADOS,MEXICO,MEX,18-Dec-2000,05-09-2024
SRL,"SERVICIOS AERONAUTICOS AERO PERSONAL, S.A. DE C.V.",SERVICIOS PERSONAL,MEXICO,MEX,08-Sep-2004,05-09-2024
SVZ,"SERVICIOS EJECUTIVOS AEREOS VIZ, S.A. DE C.V.",SERVICIOS VIZ,MEXICO,MEX,02-Aug-2007,05-09-2024
TED,"AERO SERVICIOS AZTECA, S.A. DE C.V.",AEROAZTECA,MEXICO,MEX,14-Aug-2001,05-09-2024
TEG,"AEROSERVICIOS DE TLALTENANGO, S.A. DE C.V.",SERVITLAL,MEXICO,MEX,26-Jul-2010,05-09-2024
TEP,"TRANSPORTES EJECUTIVOS PIZA, S.A. DE R.L.",TRANSPORTES PIZA,MEXICO,MEX,09-Apr-2008,05-09-2024
TPG,"TRANSPORTES AEREOS PEGASO, S.A. DE C.V.",TRANSPEGASO,MEXICO,MEX,20-May-1993,05-09-2024
TPM,"TRANSPAIS AEREO, S.A. DE C.V.",TRANSPAIS,MEXICO,MEX,21-Feb-2000,05-09-2024
TPN,"TRANSPORTACION AEREA DEL NORTE, S.A. DE C.V.",AEREA DELNORTE,MEXICO,MEX,26-Sep-1997,05-09-2024
TPO,"AERO TAXI DEL POTOSI, S.A.",TAXI-POTOSI,MEXICO,MEX,12-Nov-1997,05-09-2024
TPZ,"TRANSPORTES LA PAZ, S.A. DE C.V.",TRANSPAZ,MEXICO,MEX,20-May-1993,05-09-2024
TQE,"TAXAIR MEXIQUENSES, S.A. DE C.V.",TAXAIR,MEXICO,MEX,19-Mar-2014,05-09-2024
TXD,"AEROTAXIS DEL NOROESTE, S.A. DE C.V.",TAXI OESTE,MEXICO,MEX,09-Jan-1996,05-09-2024
TXF,"AEROTAXIS ALFE, S.A. DE C.V.",ALFE,MEXICO,MEX,24-Nov-2004,05-09-2024
TXI,"AEREOTAXIS, S.A. DE C.V.",AEREOTAXIS,MEXICO,MEX,14-May-1993,05-09-2024
TXL,"TAXI AEREO COZATL, S.A. DE C.V.",TAXI COZATL,MEXICO,MEX,06-Jun-2002,05-09-2024
TXM,TAXI AEREO DE MEXICO,TAXIMEX,MEXICO,MEX,01-Jun-1992,05-09-2024
TXV,"PUERTO VALLARTA TAXI AEREO, S.A. DE C.V.",TAXIVALLARTA,MEXICO,MEX,05-May-1995,05-09-2024
TZA,"AERO TOMZA, S.A. DE C.V.",AERO TOMZA,MEXICO,MEX,04-Nov-2002,05-09-2024
UVM,"UVAVEMEX, S.A. DE C.V.",UVAVEMEX,MEXICO,MEX,04-Nov-2002,05-09-2024
VME,CEMEX OPERACIONES MEXICO S.A. DE C.V.,AVIAMERICA,MEXICO,MEX,17-Jan-2020,05-09-2024
VNS,"AEROVENA, S.A. DE C.V.",AEROVENA,MEXICO,MEX,19-Jul-2006,05-09-2024
VOI,"CONCESIONARIA VUELA COMPANIA DE AVIACION, S.A. DE C.V.",VOLARIS,MEXICO,MEX,23-Jun-2011,05-09-2024
WIN,"TM AEROLINEAS, S.A. DE C.V.",TEME AIRLINES,MEXICO,MEX,04-Oct-2022,05-09-2024
XMX,SERVICIOS A LA NAVEGACION EN EL ESPACIO AEREO  MEXICANO (SENEAM),SENEAM,MEXICO,MEX,14-Aug-2001,05-09-2024
XTA,"SERVICIOS AEREOS TEXTRA, S.A. DE C.V.",TEXTRA,MEXICO,MEX,07-Jun-2006,05-09-2024
ABL,AIR BUSAN,AIR BUSAN,REPUBLIC OF KOREA,KOR,16-May-2008,05-09-2024
ASV,AIR SEOUL,AIR SEOUL,REPUBLIC OF KOREA,KOR,16-Feb-2016,05-09-2024
ATZ,ACE AIR,ACE TAXI,REPUBLIC OF KOREA,KOR,07-Jan-2010,05-09-2024
AUE,UNIVERSAL AVIATION ACADEMY,AIR UNIVERSE,REPUBLIC OF KOREA,KOR,30-Jul-2014,05-09-2024
AAR,ASIANA AIRLINES,ASIANA,REPUBLIC OF KOREA,KOR,07-Sep-1989,05-09-2024
AIH,AIR INCHEON CO. LTD,AIR INCHEON,REPUBLIC OF KOREA,KOR,25-Jul-2012,05-09-2024
APV,AIR PHILIP,PHILIP AIR,REPUBLIC OF KOREA,KOR,08-Jan-2018,05-09-2024
APZ,AIR PREMIA,AIR PREMIA,REPUBLIC OF KOREA,KOR,18-Jun-2019,05-09-2024
ESR,EASTARJET,EASTARJET,REPUBLIC OF KOREA,KOR,21-Aug-2008,05-09-2024
HSF,HANSEO UNIVERSITY,HAN-SEO FLIGHT,REPUBLIC OF KOREA,KOR,11-Dec-2007,05-09-2024
KAA,K-AVIATION,AVIJET,REPUBLIC OF KOREA,KOR,13-Dec-2023,05-09-2024
KAB,AIR POHANG,AIR POHANG,REPUBLIC OF KOREA,KOR,09-Jun-2017,05-09-2024
KAG,KOREA AVIATION COLLEGE,AVIATION COLLEGE,REPUBLIC OF KOREA,KOR,12-Sep-2014,05-09-2024
KAL,"KOREAN AIR LINES CO., LTD.",KOREANAIR,REPUBLIC OF KOREA,KOR,07-Sep-1989,05-09-2024
KTU,KOREA NATIONAL UNIVERSITY OF TRANSPORT,TRANSPORT UNI,REPUBLIC OF KOREA,KOR,30-Jun-2014,05-09-2024
SFI,"THE SKY, INC.",SPACE STAR,REPUBLIC OF KOREA,KOR,13-Jan-2022,05-09-2024
SHK,SHARP INC.,-,REPUBLIC OF KOREA,KOR,03-Mar-2010,05-09-2024
TTK,TTM KOREA CO. LTD,-,REPUBLIC OF KOREA,KOR,16-Jul-2013,05-09-2024
AKA,AIR KOREA CO. LTD.,+,REPUBLIC OF KOREA,KOR,07-Sep-1989,05-09-2024
EOK,AERO K AIRLINES,AEROHANGUK,REPUBLIC OF KOREA,KOR,26-Mar-2020,05-09-2024
JJA,JEJU AIR,JEJU AIR,REPUBLIC OF KOREA,KOR,13-Dec-2005,05-09-2024
KVN,KOREA AVIATION CO. LTD,KOREA AVIATION,REPUBLIC OF KOREA,KOR,20-Apr-2011,05-09-2024
SIU,SIRIUS AIRLINES,SIRIUS,REPUBLIC OF KOREA,KOR,18-Mar-2024,05-09-2024
TWB,"T'WAY AIR CO., LTD",TEEWAY,REPUBLIC OF KOREA,KOR,24-Sep-2010,05-09-2024
URI,USKY AIR,URI AIR,REPUBLIC OF KOREA,KOR,28-Aug-2015,05-09-2024
WCD,KYUNGWOON UNIVERSITY,WHITE CLOUD,REPUBLIC OF KOREA,KOR,03-Sep-2015,05-09-2024
BBJ,BLUE AIR LINES,BLUE KOREA,REPUBLIC OF KOREA,KOR,17-Dec-2012,05-09-2024
CDQ,CHODANG UNIVERSITY,CHODANG FLIGHT,REPUBLIC OF KOREA,KOR,30-Jul-2014,05-09-2024
EWA,EWEST AIR,EWEST,REPUBLIC OF KOREA,KOR,14-Jun-2012,05-09-2024
FGW,FLY GANGWON,GANGWON,REPUBLIC OF KOREA,KOR,30-May-2019,05-09-2024
HGD,KOREA AEROSPACE UNIVERSITY,HANGDAE,REPUBLIC OF KOREA,KOR,28-Aug-2020,05-09-2024
HGG,HI AIR,HI AIR,REPUBLIC OF KOREA,KOR,28-Mar-2019,05-09-2024
HSK,HALLA SKY AIR,HALLA SKY,REPUBLIC OF KOREA,KOR,21-Jun-2010,05-09-2024
JNA,"JIN AIR CO., LTD",JIN AIR,REPUBLIC OF KOREA,KOR,18-Mar-2008,05-09-2024
KDA,KEUK DONG DAE,KEUK DONG DAE,REPUBLIC OF KOREA,KOR,25-Feb-2022,05-09-2024
KEA,KOREA EXPRESS AIRLINES,KOREA EXPRESS,REPUBLIC OF KOREA,KOR,30-May-2008,05-09-2024
LGI,LG INTERNATIONAL CORPORATION,ELL-GEE AIR,REPUBLIC OF KOREA,KOR,28-Feb-2008,05-09-2024
ABI,"ALBA-AIR AVIACION, S.L.",AIRALBACETE,SPAIN,ESP,17-Jan-2007,05-09-2024
ABM,AERO ALBATROS,ALBATROS ESPANA,SPAIN,ESP,18-Dec-1996,05-09-2024
ACF,CENTRO DE FORMACION AERONAUTICA DE CANARIAS,FORCAN,SPAIN,ESP,03-Sep-1999,05-09-2024
ACR,"AEROCENTER, ESCUELA DE FORMACION DE PILOTOS PRIVADOS DE AVION",AEROCENTER,SPAIN,ESP,03-Sep-2002,05-09-2024
AGD,"AGRICOLAIR, S.L.",-,SPAIN,ESP,26-Mar-2010,05-09-2024
AGT,AMADEUS GLOBAL TRAVEL DISTRIBUTION S.A.,AMADEUS,SPAIN,ESP,02-Oct-1989,05-09-2024
AHB,AIR ALBORAN S.L.,ALHAMBRA,SPAIN,ESP,19-Jun-2012,05-09-2024
AME,AERONAVE MILITAR ESPANOLA. MINISTERIO DE DEFENSA,AIRMIL,SPAIN,ESP,07-Sep-1989,05-09-2024
AMO,ANGEL MARTINEZ RIDAO (SAETA),+,SPAIN,ESP,08-Apr-2010,05-09-2024
ANE,"AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO, S.A.",NOSTRU AIR,SPAIN,ESP,23-Jan-2007,05-09-2024
ASK,AERO SKY S.L.,MULTISKY,SPAIN,ESP,31-Jan-2013,05-09-2024
ASN,RS SERVICIOS DE TELEDETECCION,AIRSENSING,SPAIN,ESP,27-Jan-2010,05-09-2024
ATD,REAL AEROCLUB DE TOLEDO,-,SPAIN,ESP,14-Jun-2010,05-09-2024
ATF,COMPANIA AEROTECNICAS FOTOGRAFICAS,AEROTECNICAS,SPAIN,ESP,25-May-2009,05-09-2024
AXP,"AEROMAX, S.L.",AEROMAX SPAIN,SPAIN,ESP,06-Apr-2005,05-09-2024
AYM,"AIRMAN, S.L.",AIRMAN,SPAIN,ESP,22-Nov-1995,05-09-2024
AYR,FLIGHT TRAINING EUROPE S.L.,CYGNET,SPAIN,ESP,06-Oct-2004,05-09-2024
CAG,CLUB ACROBATICO MEDITERRANEO,-,SPAIN,ESP,06-Apr-2010,05-09-2024
CAU,"CANARIAS AERONAUTICA, S.L.",CANARIAS LINK,SPAIN,ESP,10-Sep-2007,05-09-2024
CLT,CLUB AEROCELTA DE VUELO CON MOTOR,-,SPAIN,ESP,10-Aug-2010,05-09-2024
CMV,CALIMA DE AVIACION S.L.,CALIMA,SPAIN,ESP,03-Jan-2007,05-09-2024
CNA,CANAVIA LINEAS AEREAS S.L.,CANAVIA,SPAIN,ESP,22-Dec-2009,05-09-2024
CNF,CANARY FLY S.L.,CANARY,SPAIN,ESP,04-Feb-2010,05-09-2024
ADF,"ADEFA, S.A.",-,SPAIN,ESP,26-Mar-2010,05-09-2024
ADG,"AEREA FLYING TRAINING ORGANIZATION, S.A.",AEREA TRAINING,SPAIN,ESP,06-Jun-2002,05-09-2024
ADI,AUDELI AIR EXPRESS,AUDELI,SPAIN,ESP,07-Sep-1989,05-09-2024
AEA,AIR EUROPA,EUROPA,SPAIN,ESP,03-Jul-1998,05-09-2024
AEC,"AEROSERVICIOS DE ALMERIA 2000, S.L.",-,SPAIN,ESP,15-Apr-2010,05-09-2024
AED,EADS CASA,-,SPAIN,ESP,15-Jul-2010,05-09-2024
AEF,AEREA,+,SPAIN,ESP,20-May-2008,05-09-2024
AEM,AERO MADRID,AEROMADRID,SPAIN,ESP,07-Sep-1989,05-09-2024
AEP,AEROTEC,AEROTEC,SPAIN,ESP,20-Sep-1995,05-09-2024
AIM,TRABAJOS AEREOS MURCIANOS S.L.,PIJO,SPAIN,ESP,27-Feb-2006,05-09-2024
AIS,AIR SURESTE,SURESTE,SPAIN,ESP,06-Oct-2004,05-09-2024
AIU,AIR SEGURA S.L.,-,SPAIN,ESP,06-Apr-2010,05-09-2024
AJH,AEROALJARAFE S.L. ,ALJARAFE,SPAIN,ESP,14-Nov-2008,05-09-2024
APY,"AEROPAPA, S.L.",-,SPAIN,ESP,06-Apr-2010,05-09-2024
ARK,AERO LINK AIR SERVICES S.L.,LINK SERVICE,SPAIN,ESP,16-Dec-2003,05-09-2024
ASC,AIR SERVICE MANAGEMENT,-,SPAIN,ESP,06-Apr-2010,05-09-2024
AVD,ALAMO AVIACION S.L.,ALAMO,SPAIN,ESP,16-Dec-1998,05-09-2024
AVI,"AVIACION AGRICOLA DE LEVANTE, S.A.",-,SPAIN,ESP,23-Mar-2010,05-09-2024
AVS,"AVIALSA T-35, S.L.",AVIALSA,SPAIN,ESP,22-Jun-2005,05-09-2024
AVU,"AVISPAIR, S.L.",-,SPAIN,ESP,09-Jul-2010,05-09-2024
AVX,AEROCLUB DE VITORIA,-,SPAIN,ESP,26-Apr-2010,05-09-2024
AVZ,"AIR VALENCIA, S.L.",AIR VALENCIA,SPAIN,ESP,21-Mar-2006,05-09-2024
BEY,"BESTFLY, S.L.",BESTFLY,SPAIN,ESP,15-Apr-2008,05-09-2024
BGX,"BIGAS GRUP, S.L.",-,SPAIN,ESP,06-Apr-2010,05-09-2024
BRM,"TOP HELICOPTEROS, S.L.",-,SPAIN,ESP,26-Apr-2011,05-09-2024
BSO,AEROCLUB BARCELONA-SABADELL,-,SPAIN,ESP,06-Apr-2010,05-09-2024
BTC,B2C AIRWAYS,OCTOPUS,SPAIN,ESP,11-Jul-2024,05-09-2024
BTM,BLUE TEAM FLIGHT SCHOOL,BLUE TEAM,SPAIN,ESP,09-Mar-2021,05-09-2024
CFF,AEROFAN,AEROFAN,SPAIN,ESP,15-May-1996,05-09-2024
DRF,DREAM FLYERS TRAINING CENTER,+,SPAIN,ESP,18-Mar-2013,05-09-2024
DSP,SURAVIATION S.L.,SURAVIATION,SPAIN,ESP,08-Mar-2012,05-09-2024
EFO,"ESTOP ESTUDIOS DE FOTOGRAFIA, S.A.",-,SPAIN,ESP,14-Jun-2010,05-09-2024
ERS,REAL AEROCLUB DE SEVILLA,-,SPAIN,ESP,06-Apr-2010,05-09-2024
