Operator Code,Operator Name,Telephony Name,Country Name,Country Code,Last Modified,AIRAC
...,SKYTRAIL AIRLINES LIMITED,SKYTRAIL,KENYA,KEN,07-Sep-1989,05-09-2024
AIK,AFRICAN AIRLINES INTERNATIONAL LIMITED,AFRICAN AIRLINES,KENYA,KEN,12-Jun-1990,05-09-2024
FDS,AFRICAN MEDICAL AND RESEARCH FOUNDATION (AMREF),FLYDOC,KENYA,KEN,07-Aug-2003,05-09-2024
FDT,FREEDOM AIRLINES EXPRESS LTD.,FREEDOM EAGLE,KENYA,KEN,14-Feb-2017,05-09-2024
FRK,AFRIKA AVIATION HANDLERS LIMITED,AFRIFAST,KENYA,KEN,11-May-2000,05-09-2024
GAW,GLOBAL AIRLIFT LIMITED,SKYCRAWLER,KENYA,KEN,28-Oct-2015,05-09-2024
HSA,EAST AFRICAN SAFARI AIR LIMITED,DUMA,KENYA,KEN,19-Sep-2003,05-09-2024
IAL,IMATONG AIRLINES LTD,IMATONG,KENYA,KEN,04-Feb-2008,05-09-2024
JWX,JETWAYS AIRLINES,JETWAYS,KENYA,KEN,14-Feb-2017,05-09-2024
KQA,KENYA AIRWAYS LTD.,KENYA,KENYA,KEN,07-Sep-1989,05-09-2024
RAW,REGIONAL AIR LIMITED,BLUERAY,KENYA,KEN,11-May-2004,05-09-2024
RNG,RENEGADE AIR LIMITED,RENEGADE,KENYA,KEN,18-Jan-2021,05-09-2024
SAQ,SAFE AIR COMPANY ,SINBAD,KENYA,KEN,21-Aug-2014,05-09-2024
SEW,SKYWARD EXPRESS,SKYWARD EXPRESS,KENYA,KEN,20-May-2014,05-09-2024
SLL,SKYLINK AVIATION LIMITED,+,KENYA,KEN,26-Jun-2012,05-09-2024
SLR,SILVESTONE AIR SERVICES LTD,SILVERSTONE,KENYA,KEN,17-Jul-2017,05-09-2024
SUK,SUPERIOR AVIATION SERVICES LTD,SKYCARGO,KENYA,KEN,02-Nov-1999,05-09-2024
TAK,TRANSAFRICAN AIR LIMITED,TRANSAFRICAN,KENYA,KEN,04-Jun-2015,05-09-2024
TBS,TIMBIS AIR SERVICES,TIMBIS,KENYA,KEN,06-May-2015,05-09-2024
TKA,TRANSLIZ AVIATION (K) LTD,TOURLIZ,KENYA,KEN,24-Sep-2010,05-09-2024
WWA,WESTWIND AVATION LTD. (KENYA),WILKEN AIR,KENYA,KEN,06-Jun-2014,05-09-2024
ZBA,"BOSKOVIC, Z, AIR CHARTERS LIMITED",BOSKY,KENYA,KEN,07-Jun-1996,05-09-2024
AKQ,AEROSPACE CONSORTIUM LTD,MOONLIGHT,KENYA,KEN,16-Mar-2007,05-09-2024
AKS,AIRWORKS KENYA LIMITED,AKEL,KENYA,KEN,28-Apr-2016,05-09-2024
AKV,AIRVAN KENYA LIMITED,FLY SUN WEST,KENYA,KEN,15-Jun-2024,05-09-2024
BUF,BUFF AIR SERVICES,SPEEDHAWK,KENYA,KEN,25-Apr-2018,05-09-2024
CPD,CAPITAL AIRLINES LIMITED,CAPITAL DELTA,KENYA,KEN,12-Jan-2000,05-09-2024
FJE,FANJET EXPRESS,FANJET,KENYA,KEN,02-Nov-2018,05-09-2024
FJX,JET SKY CARGO AND AIR  CHARTER LIMITED,-,KENYA,KEN,13-Feb-2013,05-09-2024
HAN,AUSHAANAIR LIMITED,KING BEE,KENYA,KEN,26-Jul-2017,05-09-2024
IFY,I FLY AIR SOLUTIONS LTD,IFLYER,KENYA,KEN,28-Feb-2023,05-09-2024
IHO,SEVEN FOUR EIGHT AIR SERVICES,UMOJA,KENYA,KEN,21-Apr-2023,05-09-2024
ODM,PAN AFRICAN AIRWAYS LTD,JETAFRICA,KENYA,KEN,11-Jan-2010,05-09-2024
PHN,PHOENIX AVIATION LTD,JADESTAR,KENYA,KEN,18-Jan-2021,05-09-2024
QSC,AFRICAN SAFARI AIRWAYS LTD.,ZEBRA,KENYA,KEN,07-Sep-1989,05-09-2024
SBK,BLUE SKY AVIATION SERVICES LTD,MAWINGU,KENYA,KEN,06-Aug-2007,05-09-2024
SXY,SAFARI EXPRESS CARGO LIMITED,SAFARI EXPRESS,KENYA,KEN,01-Apr-2005,05-09-2024
XAK,AIR KENYA EXPRESS LTD,SUNEXPRESS,KENYA,KEN,06-Jan-2006,05-09-2024
BBZ,BLUE BIRD AVIATION LTD,COBRA,KENYA,KEN,07-Mar-1996,05-09-2024
BDV,ABERDAIR AVIATION LIMITED,ABERDAV,KENYA,KEN,25-Aug-2009,05-09-2024
DCP,DELTA CONNECTION LIMITED,NILECAT,KENYA,KEN,26-Mar-2007,05-09-2024
ELW,YELLOW WINGS AIR SERVICES LTD,YELLOW WINGS,KENYA,KEN,30-Aug-2001,05-09-2024
EVK,EVERETT AVIATION,EVERETT,KENYA,KEN,31-Mar-2014,05-09-2024
EXZ,EAST AFRICAN SAFARI AIR EXPRESS LIMITED,TWIGA,KENYA,KEN,01-Apr-2005,05-09-2024
FFV,FIVE FORTY AVIATION LTD,SWIFT TANGO,KENYA,KEN,14-Dec-2006,05-09-2024
JAM,SUNLINE AIRLINES LTD,SUNTRACK,KENYA,KEN,04-Jan-2002,05-09-2024
JBW,JUBBA AIRWAYS (K) LIMITED,AIRJUB,KENYA,KEN,18-Sep-2009,05-09-2024
JLX,JETLINK EXPRESS LIMITED,KEN JET,KENYA,KEN,26-Nov-2004,05-09-2024
JMA,JAMBOJET LIMITED,CHUI,KENYA,KEN,04-May-2017,05-09-2024
OJO,ONEJETONE AIRWAYS,OHJOH,KENYA,KEN,27-Feb-2009,05-09-2024
PEL,PENIAL AIR LIMITED,AIRPEN,KENYA,KEN,30-May-2019,05-09-2024
RRV,MOMBASA AIR SAFARI LTD,SKYROVER,KENYA,KEN,29-Jan-2002,05-09-2024
XLK,SAFARILINK AVIATION LIMITED,SAFARILINK,KENYA,KEN,13-Jan-2005,05-09-2024
EFB,EMERALD JETS S.A.L.,EMERALD JETS,LEBANON,LBN,26-Nov-2010,05-09-2024
ESM,EXECUTIVE AIRCRAFT SERVICES S.A.L.,EXEC AIRCRAFT,LEBANON,LBN,01-Dec-2004,05-09-2024
FEL,FLYEXEC,-,LEBANON,LBN,23-Nov-2018,05-09-2024
IBC,IBEX AIR CHARTER S.A.R.L.,IBEX CHARTER,LEBANON,LBN,16-Nov-2010,05-09-2024
LAQ,LEBANESE AIR TRANSPORT,LAT,LEBANON,LBN,07-Sep-1989,05-09-2024
LAT,LEBANESE AIR TRANSPORT (CHARTER) CO. S.A.L.,LEBANESE AIR,LEBANON,LBN,16-Oct-1997,05-09-2024
TSM,SKYLOUNGE SERVICES S.A.L.,SKYLOUNGE,LEBANON,LBN,26-Oct-2010,05-09-2024
BWM,BEIRUT WINGS S.A.L,BEIRUT WINGS,LEBANON,LBN,30-Apr-2021,05-09-2024
BYB,SPOT JET SERVICES,BYBLOS BIRD,LEBANON,LBN,09-Aug-2024,05-09-2024
IAC,IBEX AIR CHARTER,IBEX AIRLINES,LEBANON,LBN,30-Apr-2021,05-09-2024
LSY,LEBANON SKY AVIATION,LEBANON SKY,LEBANON,LBN,19-Aug-2016,05-09-2024
MEA,MIDDLE EAST AIRLINES - AIRLIBAN,CEDAR JET,LEBANON,LBN,07-Sep-1989,05-09-2024
MED,MED AIRWAYS,+,LEBANON,LBN,09-Mar-2009,05-09-2024
MNJ,MENAJET,MENAJET,LEBANON,LBN,13-Sep-2004,05-09-2024
TMA,TRANS MEDITERRANEAN AIRLINES (TMA),TANGO LIMA,LEBANON,LBN,07-Sep-1989,05-09-2024
WLB,WINGS OF LEBANON AVIATION,WINGS LEBANON,LEBANON,LBN,15-Dec-2006,05-09-2024
CDX,CEDAR EXECUTIVE,CEDAREX,LEBANON,LBN,27-Mar-2018,05-09-2024
OSA,OPEN SKY AVIATION S.A.R.L.,-,LEBANON,LBN,30-Oct-2006,05-09-2024
ASL,AIR SERBIA,AIR SERBIA,SERBIA,SRB,30-May-2014,05-09-2024
EES,EAGLE EXPRESS,EAGLE STAR,SERBIA,SRB,28-Apr-2014,05-09-2024
MPC,MPC AIR DOO BEOGRAD (NOVI BEOGRAD),-,SERBIA,SRB,11-Jul-2024,05-09-2024
SBB,SKYBRIDGE INTERNATIONAL BALKAN DOO,BALKAN JET,SERBIA,SRB,20-Nov-2017,05-09-2024
SLU,AVIO SLUZBA,AVIO SLUZBA,SERBIA,SRB,29-Jan-1997,05-09-2024
ERD,AIR EMERALDS,AIR EMERALDS,SERBIA,SRB,16-May-2023,05-09-2024
PNC,PRINCE AVIATION,PRINCE AVIATION,SERBIA,SRB,12-Apr-2013,05-09-2024
PNK,AIR PINK,AIR PINK,SERBIA,SRB,09-Apr-2013,05-09-2024
SYW,STAR FLY WINGS,FAST STAR,SERBIA,SRB,21-Apr-2023,05-09-2024
NAD,TINADAR AVIATION,TINADAR,SERBIA,SRB,24-Aug-2023,05-09-2024
SRB,SERBIAN AIR FORCE,SERBIAN AIR FORCE,SERBIA,SRB,30-May-2019,05-09-2024
HOD,ALHODHOD AIRLINE,HODHOD,YEMEN,YEM,29-Jul-2013,05-09-2024
FXX,FELIX AIRWAYS,-,YEMEN,YEM,15-Jan-2008,05-09-2024
FYO,FLY YEMEN AIRLINES,YEMEN WINGS,YEMEN,YEM,17-Nov-2023,05-09-2024
QFF,FLY ADEN LTD,-,YEMEN,YEM,27-Aug-2024,05-09-2024
SYE,SHEBA AVIATION,+,YEMEN,YEM,03-Feb-1994,05-09-2024
BBY,BLUE BIRD AVIATION,YEMEN BLUE,YEMEN,YEM,26-Aug-2014,05-09-2024
IYE,"YEMENIA, YEMEN AIRWAYS",YEMENI,YEMEN,YEM,07-Sep-1989,05-09-2024
MKA,MOKA AIRWAYS,MOKA AIR,YEMEN,YEM,19-Apr-2021,05-09-2024
QBA,QUEEN BILQIS AIRWAYS,BILQIS,YEMEN,YEM,22-Jul-2013,05-09-2024
SDP,SAMA AIRLINE,MAEEN,YEMEN,YEM,30-Nov-2023,05-09-2024
CMP,"COMPANIA PANAMENA DE AVIACION, S.A.",COPA,PANAMA,PAN,07-Sep-1989,05-09-2024
AAD,ARRENDAMIENTOS AEREOS,PANABEAR,PANAMA,PAN,10-Aug-2017,05-09-2024
AEY,AEROSERVICIOS CENTROAMERICANOS S. DE R.L.,ZEUS,PANAMA,PAN,31-Oct-2022,05-09-2024
DAE,"DHL AERO EXPRESO, S.A.",YELLOW,PANAMA,PAN,23-Aug-2004,05-09-2024
JYR,TRANSPORTE AEREO DE CARGA DEL CARIBE S.A. TAECA,TAECA,PANAMA,PAN,30-Mar-2017,05-09-2024
UCG,"UNIWORLD COMMERCIAL GROUP, S.A. (UNIWORLD AIR CARGO)",UNIWORLD,PANAMA,PAN,20-Mar-2014,05-09-2024
WWP,"LA NUEVA AEROLINEA, S.A.",WINGO PANAMA,PANAMA,PAN,04-Feb-2021,05-09-2024
AJQ,"AEROTECNICA JET SERVICES, INC.",PANAJET,PANAMA,PAN,02-Oct-2014,05-09-2024
BLM,"HELICOPTEROS PERSONALES, S.A.",HELI PER,PANAMA,PAN,23-Sep-2014,05-09-2024
DMB,AERORENTAL,AERORENTAL,PANAMA,PAN,18-May-2022,05-09-2024
PST,"PARSA, S.A. ",TURISMO REGIONAL,PANAMA,PAN,01-Jun-2005,05-09-2024
RJJ,ROTORJET,MAVEX,PANAMA,PAN,25-Mar-2021,05-09-2024
CTW,CARGO THREE INC.,THIRD CARGO,PANAMA,PAN,29-Nov-1993,05-09-2024
HTB,HELIX-CRAFT AVIATION,HELIX-CRAFT,PANAMA,PAN,20-Mar-2014,05-09-2024
RSL,"PANAMA AIRCRAFT RENTAL AND SALES, INC.",PANAMA RENTAL,PANAMA,PAN,20-Mar-2014,05-09-2024
SKT,SKYTROPIC,SKYTROPIC,PANAMA,PAN,12-Aug-2022,05-09-2024
LEB,LEBAP,LEBAP,TURKMENISTAN,TKM,28-Jan-1993,05-09-2024
AKH,AKHAL,AKHAL,TURKMENISTAN,TKM,28-Jan-1993,05-09-2024
KHR,KHAZAR,KHAZAR,TURKMENISTAN,TKM,28-Jan-1993,05-09-2024
TUA,TURKMENISTAN AIRLINES OPEN JOINT STOCK COMPANY,TURKMENISTAN,TURKMENISTAN,TKM,16-Jan-2024,05-09-2024
TUG,TURKMENHOWAYOLLARY,TURKMENISTAN GOVERNMENT,TURKMENISTAN,TKM,18-Feb-2019,05-09-2024
TUZ,DASHOGUZ INTERNATIONAL AIRPORT,UTAT,TURKMENISTAN,TKM,01-Apr-2019,05-09-2024
AWS,ARAB WINGS COMPANY,ARAB WINGS,JORDAN,JOR,07-Sep-1989,05-09-2024
RJZ,ROYAL JORDANIAN AIR FORCE,JORDAN AIR FORCE,JORDAN,JOR,07-Sep-1989,05-09-2024
RYW,ROYAL WINGS,ROYAL WINGS,JORDAN,JOR,31-Oct-2007,05-09-2024
FJR,SOLITAIRE AIR (FLY JORDAN),SOLITAIRE AIR,JORDAN,JOR,28-Aug-2015,05-09-2024
RJA,ROYAL JORDANIAN,JORDANIAN,JORDAN,JOR,07-Sep-1989,05-09-2024
JAV,JORDANIAN ENTERPRISE FOR AIR NAVIGATION AND AVIATION SERVICES (JATE) - JORDAN AVIATION,JORDAN AVIATION,JORDAN,JOR,01-May-2006,05-09-2024
ATC,AIR TANZANIA,TANZANIA,UNITED REPUBLIC OF TANZANIA,TZA,07-Sep-1989,05-09-2024
AUK,AURIC AIR SERVICES LTD,AURIC SERVICES,UNITED REPUBLIC OF TANZANIA,TZA,29-Jul-2009,05-09-2024
REG,REGIONAL AIR SERVICES,REGIONAL SERVICES,UNITED REPUBLIC OF TANZANIA,TZA,09-May-2002,05-09-2024
TAN,ZANAIR LIMITED,ZANAIR,UNITED REPUBLIC OF TANZANIA,TZA,01-May-2002,05-09-2024
FLZ,FLIGHTLINK LIMITED,FLIGHTLINK,UNITED REPUBLIC OF TANZANIA,TZA,21-Aug-2018,05-09-2024
FTZ,FASTJET AIRLINES LTD,GREY BIRD,UNITED REPUBLIC OF TANZANIA,TZA,17-Sep-2018,05-09-2024
CSV,COASTAL TRAVELS LIMITED,COASTAL TRAVEL,UNITED REPUBLIC OF TANZANIA,TZA,11-Sep-2002,05-09-2024
EVT,EVERETT LIMITED,-,UNITED REPUBLIC OF TANZANIA,TZA,27-Nov-2013,05-09-2024
GEM,AIR AFRICA INTERNATIONAL LTD,-,UNITED REPUBLIC OF TANZANIA,TZA,10-Aug-2011,05-09-2024
PRF,PRECISION AIR SERVICES LTD.,PRECISION AIR,UNITED REPUBLIC OF TANZANIA,TZA,11-Apr-1994,05-09-2024
XLL,AIR EXCEL,TINGA-TINGA,UNITED REPUBLIC OF TANZANIA,TZA,30-Jan-2003,05-09-2024
AEK,AEROCON LTDA.,AEROCON,BOLIVIA,BOL,16-Jun-2006,05-09-2024
LCN,LINEAS AEREAS CANEDO (LAC),CANEDO,BOLIVIA,BOL,16-Jun-2006,05-09-2024
XXV,ADMINISTRACION DE AEROPUERTOS Y SERVICIOS AUXILIARES A LA NAVEGACION AEREA (AASANA),-,BOLIVIA,BOL,07-Sep-1989,05-09-2024
AZN,AMASZONAS S.A.,AMAZONAS,BOLIVIA,BOL,02-May-2006,05-09-2024
ECO,LINEA AEREA ECO JET S.A.,ECOJET,BOLIVIA,BOL,12-Aug-2013,05-09-2024
EPT,EMPRESA PUBLICA DE TRANSPORTE AEREO MILITAR,TAMEP,BOLIVIA,BOL,31-Oct-2023,05-09-2024
GHM,AERO SERVICE BOLIVIA,-,BOLIVIA,BOL,07-Aug-2007,05-09-2024
ROE,AEROESTE SRL,ESTE-BOLIVIA,BOLIVIA,BOL,16-Jun-2006,05-09-2024
BOL,TRANSPORTES AEREOS BOLIVIANOS (TAB),BOL,BOLIVIA,BOL,07-Sep-1989,05-09-2024
BOV,BOLIVIANA DE AVIACION,BOLIVIANA,BOLIVIA,BOL,17-Jan-2018,05-09-2024
LLB,"LLOYD AEREO BOLIVIANO, S.A.",LLOYDAEREO,BOLIVIA,BOL,07-Sep-1989,05-09-2024
RSU,"AEROSUR, COMPANIA BOLIVIANA DE TRANSPORTE AEREO PRIVADO S.A.",AEROSUR,BOLIVIA,BOL,26-Sep-2002,05-09-2024
BJC,BALTIC JET AIRCOMPANY,BALTIC JET,LATVIA,LVA,19-Jul-2005,05-09-2024
ART,SMART LYNX AIRLINES LTD,SMART LYNX,LATVIA,LVA,16-Jan-2009,05-09-2024
BTH,BALTIJAS HELICOPTERS,BALTIJAS HELICOPTERS,LATVIA,LVA,09-Jan-2002,05-09-2024
BTI,AIR BALTIC CORPORATION JSC,AIRBALTIC,LATVIA,LVA,08-Feb-2008,05-09-2024
FCG,"FCG - FLIGHT CONSULTING GROUP LTD, LV",-,LATVIA,LVA,26-Oct-2011,05-09-2024
GMG,GM HELICOPTERS,GEE-EM HELICOPTERS,LATVIA,LVA,20-Aug-2004,05-09-2024
KSA,K.S. AVIA,SKY CAMEL,LATVIA,LVA,11-Aug-2004,05-09-2024
BAQ,BALTIC JET CARGO,LAT CARGO,LATVIA,LVA,05-Mar-2020,05-09-2024
DML,GETJET AIRLINES LATVIA,DREAMLAND,LATVIA,LVA,30-Sep-2021,05-09-2024
LAF,LATVIAN AIR FORCE,LATVIAN AIRFORCE,LATVIA,LVA,05-May-1995,05-09-2024
RAK,RIGA AIRCLUB (LATVIAN PROFESSIONAL AIR SPORT CENTER),SPORT CLUB,LATVIA,LVA,16-Nov-1993,05-09-2024
EKO,ECO AIRLINES SIA,ECOAIR,LATVIA,LVA,05-Nov-2021,05-09-2024
MTL,RAF-AVIA,MITAVIA,LATVIA,LVA,13-Jan-1993,05-09-2024
PRW,PRIMERA AIR NORDIC LTD.,JETBIRD,LATVIA,LVA,19-Jun-2015,05-09-2024
UAG,AS UNION AVIATION,SAKTA,LATVIA,LVA,12-May-2021,05-09-2024
LAP,TRANSPORTES AEREOS DEL MERCOSUR S.A.,PARAGUAYA,PARAGUAY,PRY,05-May-2009,05-09-2024
SGU,SOL DEL PARAGUAY LINEAS AEREAS S.A.,SOLPARAGUAYO,PARAGUAY,PRY,13-May-2011,05-09-2024
AZP,COMPANIA DE AVIACION PARAGUAYA S.A.,GUARANI,PARAGUAY,PRY,28-Sep-2018,05-09-2024
BFW,VIP AIR TRANSPORT,SUMMAN,BAHRAIN,BHR,07-Jan-2011,05-09-2024
DAS,DELMUN AVIATION SERVICES ,TYLOS,BAHRAIN,BHR,01-Oct-2008,05-09-2024
GBA,GULF AIR BAHRAIN B.S.C.,GULF BAHRAIN,BAHRAIN,BHR,26-Aug-1996,05-09-2024
RYB,ROYAL BAHRAIN AIRLINES BSC (CLOSED),ROYAL BAHRAIN,BAHRAIN,BHR,11-Jun-2002,05-09-2024
SFL,SWIFT AIR,SWIFTLINE,BAHRAIN,BHR,25-Sep-2009,05-09-2024
BAB,BAHRAIN AIR,BAHRAIN AIR,BAHRAIN,BHR,14-Mar-2008,05-09-2024
BAH,BAHRAIN ROYAL FLIGHT (BAH),BAHRAIN,BAHRAIN,BHR,22-Feb-2011,05-09-2024
BXA,BAHRAIN EXECUTIVE AIR SERVICES CO. (BEXAIR),BEXAIR,BAHRAIN,BHR,06-Mar-2001,05-09-2024
DHX,DHL AVIATION EEMEA B.S.C.(C),DILMUN,BAHRAIN,BHR,31-Oct-2011,05-09-2024
GLC,GLOBAL AIRCARGO CO.,+,BAHRAIN,BHR,08-Aug-1997,05-09-2024
KHB,SAKHIR AIR BASE,-,BAHRAIN,BHR,09-Dec-2010,05-09-2024
MEN,MAE AIRCRAFT MANAGEMENT,RAHAL,BAHRAIN,BHR,27-Sep-2013,05-09-2024
GFA,GULF AIR B.S.C. ( C ),GULF AIR,BAHRAIN,BHR,22-Dec-2023,05-09-2024
TCH,TRANSCONTINENTAL AIR WLL,TRANS GULF,BAHRAIN,BHR,09-Jul-2002,05-09-2024
XLR,TEXEL AIR,TEXEL,BAHRAIN,BHR,09-Sep-2014,05-09-2024
ARP,AERO CORPORATE,IVORYCORP,COTE D'IVOIRE,CIV,19-Jul-2010,05-09-2024
VCI,CI-TOURS,CI-TOURS,COTE D'IVOIRE,CIV,02-May-2001,05-09-2024
VRE,AIR COTE D' IVOIRE,COTE D'IVOIRE,COTE D'IVOIRE,CIV,01-Aug-2012,05-09-2024
VUN,NOUVELLE AIR IVOIRE,AIRIVOIRE,COTE D'IVOIRE,CIV,26-Jul-2001,05-09-2024
SIV,SOLENTA AVIATION - CI,SOLENT-IVOIRE,COTE D'IVOIRE,CIV,19-Nov-2009,05-09-2024
CIW,AFRIK AIRWAYS ,-,COTE D'IVOIRE,CIV,28-Dec-2011,05-09-2024
IVN,IVOIRIENNE DE TRANSPORTS AERIENS (I.T.A.),-,COTE D'IVOIRE,CIV,23-Aug-2010,05-09-2024
KOR,AIR KORYO,AIR KORYO,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,PRK,30-Jun-1992,05-09-2024
...,ELYSIAN AIRLINES,ELYSIAN,CAMEROON,CMR,11-Sep-2007,05-09-2024
AVT,AVIATRADE BUSINESS,+,CAMEROON,CMR,29-Apr-2010,05-09-2024
CRC,CAMEROON AIRLINES CORPORATION (CAMAIR-CO) ,CAMAIRCO,CAMEROON,CMR,24-Oct-2012,05-09-2024
ICM,AIR INTER CAMEROUN,INTER-CAMEROUN,CAMEROON,CMR,28-May-2002,05-09-2024
MWW,MIDWEST WINGS,+,CAMEROON,CMR,16-Jul-2009,05-09-2024
FRQ,AFRIQUE CHART'AIR,CHARTER AFRIQUE,CAMEROON,CMR,06-Jun-2002,05-09-2024
PLQ,PLANET AIRLINES,PLANETCAM,CAMEROON,CMR,29-Apr-2010,05-09-2024
BKO,BRIKO AIR SERVICE LTD,BRIKO,TRINIDAD AND TOBAGO,TTO,04-Jun-2008,05-09-2024
BWA,CARIBBEAN AIRLINES LIMITED,CARIBBEAN AIRLINES,TRINIDAD AND TOBAGO,TTO,14-Dec-2006,05-09-2024
TAI,TACA INTERNATIONAL AIRLINES S.A.,TACA,EL SALVADOR,SLV,07-Sep-1989,05-09-2024
VOS,VUELA EL SALVADOR S.A. DE C.V.,JETSAL,EL SALVADOR,SLV,09-May-2019,05-09-2024
AEG,AIREST,AIREST CARGO,ESTONIA,EST,10-Aug-2012,05-09-2024
EST,REGIONAL JET OU,REVAL,ESTONIA,EST,16-Feb-2016,05-09-2024
STM,SKYSTREAM AIRLINES AS,SKYSTREAM,ESTONIA,EST,31-Oct-2022,05-09-2024
